"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status","predecessor_requirement_id","atomicity_review","modality_resolution"
"REQ-143.04","REQ-143","Part 8","YOUTUBE STRATEGY","L3791–L3793","YOUTUBE STRATEGY / YouTube should be treated as a major growth channel.","f78a21f1508beafbff34c8cdbfe052062316c91ca071dca7f6355eeb346165ae","YouTube is treated as a major growth channel.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “YouTube is treated as a major growth channel”, cites L3791–L3793, and records reviewer approval for REQ-143.04; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.05","REQ-143","Part 8","YOUTUBE STRATEGY","L3795; L3797–L3799; L3811","The AI should create: || Channel Strategy / Including: || Retention strategy","a16e8972402ed3032231b149959befd8212fe8c2ad3f44bd0f9928a3eeec7cd9","The YouTube channel strategy includes a retention strategy.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The YouTube channel strategy includes a retention strategy”, cites L3795; L3797–L3799; L3811, and records reviewer approval for REQ-143.05; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.06","REQ-143","Part 8","YOUTUBE STRATEGY","L3795; L3797–L3799; L3809","The AI should create: || Channel Strategy / Including: || Thumbnail strategy","18c74acbf688e83b08ac50ce83eebd78ad7d7d551984d23c06ccafec1f5d75cd","The YouTube channel strategy includes a thumbnail strategy.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The YouTube channel strategy includes a thumbnail strategy”, cites L3795; L3797–L3799; L3809, and records reviewer approval for REQ-143.06; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.07","REQ-143","Part 8","YOUTUBE STRATEGY","L3795; L3797–L3799; L3807","The AI should create: || Channel Strategy / Including: || SEO strategy","4fe7aad999d3b3c236ea429eb7367e38bdd167409b79784fdff447c5f99577d3","The YouTube channel strategy includes an SEO strategy.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The YouTube channel strategy includes an SEO strategy”, cites L3795; L3797–L3799; L3807, and records reviewer approval for REQ-143.07; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.08","REQ-143","Part 8","YOUTUBE STRATEGY","L3795; L3797–L3799; L3805","The AI should create: || Channel Strategy / Including: || Upload schedule","0638b043711b46824b0073c8b6a3662fb678809184ea7e46e4bc9f7180cffe20","The YouTube channel strategy includes an upload schedule.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The YouTube channel strategy includes an upload schedule”, cites L3795; L3797–L3799; L3805, and records reviewer approval for REQ-143.08; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.09","REQ-143","Part 8","YOUTUBE STRATEGY","L3795; L3797–L3799; L3801","The AI should create: || Channel Strategy / Including: || Branding","252bd0c3d9557a3f853c1453fe81d716938987298f1999bb069aec5fe70bbefe","The YouTube channel strategy includes branding.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The YouTube channel strategy includes branding”, cites L3795; L3797–L3799; L3801, and records reviewer approval for REQ-143.09; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-143.10","REQ-143","Part 8","YOUTUBE STRATEGY","L3795; L3797–L3799; L3803","The AI should create: || Channel Strategy / Including: || Video categories","d690654fc26e5765432a671ef2873410a16452cf9436765ece47c1c04ec62a4d","The YouTube channel strategy includes video categories.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The YouTube channel strategy includes video categories”, cites L3795; L3797–L3799; L3803, and records reviewer approval for REQ-143.10; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-144.01","REQ-144","Part 8","SHORT-FORM VIDEO STRATEGY","L3849; L3851; L3859","SHORT-FORM VIDEO STRATEGY || Platforms: || Facebook Reels","670cfdc1ca742b39f7821643275b39300c84971ab8d07f757e806c41eb9a2b80","The short-form video strategy covers Facebook Reels.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The short-form video strategy covers Facebook Reels”, cites L3849; L3851; L3859, and records reviewer approval for REQ-144.01; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-144.02","REQ-144","Part 8","SHORT-FORM VIDEO STRATEGY","L3849; L3851; L3855","SHORT-FORM VIDEO STRATEGY || Platforms: || Instagram Reels","2498919aa318be2ba0a3965fd065fc4224eb7578a0ec9071e33e146972f36f6e","The short-form video strategy covers Instagram Reels.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The short-form video strategy covers Instagram Reels”, cites L3849; L3851; L3855, and records reviewer approval for REQ-144.02; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-144.03","REQ-144","Part 8","SHORT-FORM VIDEO STRATEGY","L3849; L3851; L3853","SHORT-FORM VIDEO STRATEGY || Platforms: || TikTok","c23037ab0e02d2cb35625f0c34fd21aa7cfa1a7d0f0cf4ed9a56ee79c0f601e6","The short-form video strategy covers TikTok.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The short-form video strategy covers TikTok”, cites L3849; L3851; L3853, and records reviewer approval for REQ-144.03; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-144.04","REQ-144","Part 8","SHORT-FORM VIDEO STRATEGY","L3849; L3851; L3857","SHORT-FORM VIDEO STRATEGY || Platforms: || YouTube Shorts","9d55dba4344aebc9a0bfe617192ad84ebf52be36918f2db6f872a351b470d432","The short-form video strategy covers YouTube Shorts.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “The short-form video strategy covers YouTube Shorts”, cites L3849; L3851; L3857, and records reviewer approval for REQ-144.04; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-144.05","REQ-144","Part 8","SHORT-FORM VIDEO STRATEGY","L3861; L3867","Content style: || Platform features","652175da2a4e79f77da2051b49e9c2e6ccbc1a681d24b0ef767add1558317249","Short-form content includes platform features.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Short-form content includes platform features”, cites L3861; L3867, and records reviewer approval for REQ-144.05; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-144.06","REQ-144","Part 8","SHORT-FORM VIDEO STRATEGY","L3861; L3863","Content style: || Quick tips","a8f7189e5a19c7053db423956de782824b916769f85b0562e1488401411980ab","Short-form content includes quick tips.","SHOULD","Deliverable","Pre-implementation deliverable","REC","Marketing","None directly identified","PASS when EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13 contains a separately reviewable section that demonstrates “Short-form content includes quick tips”, cites L3861; L3863, and records reviewer approval for REQ-144.06; FAIL if the section, citation, or approval is missing.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-13","Versioned document section, exact source citation, review checklist, and approval record.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-076.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
