"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status"
"REQ-084.12","REQ-084","Part 9","Email and OTP Infrastructure","L4433; L4441","OTP requirements: || Abuse prevention","4e700f08d9438ae7c0226a3c15fb8d8ecb85fed1556edc6aae6330abb3cb5476","OTP use has abuse prevention.","MUST","Security","V1","CD","Backend/Infrastructure","None stated by the Constitution","Security review and negative-path tests confirm this statement: “OTP use has abuse prevention.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-084.13","REQ-084","Part 9","Email and OTP Infrastructure","L4433; L4443","OTP requirements: || Logging","59c6d39b43dbbd3e466f5a4ed932a9f6c9f67cdc1cbe315b9d40b896ff784180","OTP activity is logged.","MUST","Governance","V1","CD","Backend/Infrastructure","None stated by the Constitution","Workflow and audit evidence confirm this statement: “OTP activity is logged.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Approval/audit record showing the required gate or workflow was followed.","Pending independent review","Not started"
"REQ-084.14","REQ-084","Part 9","Email and OTP Infrastructure","L4445–L4459","The AI should recommend: / Email OTP / SMS OTP / Third-party verification services / based on: / Cost / Reliability / Target countries","8b05e9780a24b8cf3e93cd7ccf05e511a8866718daeb37cbb58c29299387d097","The OTP recommendation evaluates email OTP, SMS OTP, and third-party verification against cost, reliability, and target countries.","SHOULD","Documentation","Pre-implementation deliverable","REC","Backend/Infrastructure","ODR-007; EFE-006","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The OTP recommendation evaluates email OTP, SMS OTP, and third-party verification against cost, reliability, and target countries.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-085.01","REQ-085","Part 9","Background Jobs and Environment Management","L4463–L4481","BACKGROUND JOB ARCHITECTURE / The platform will require background processing. / Examples: / Email sending / Survey synchronization / Reward updates / Notification processing / Analytics processing / Scheduled tasks / The AI should design a reliable job system.","21dac62ce7c99a23d42e3b43a8d2ba1db116f616c90aedc26cba1d7ef8f43be2","A reliable background-job system handles email, survey synchronization, reward updates, notifications, analytics, and scheduled tasks.","SHOULD","Operational","V1","REC","Backend/DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “A reliable background-job system handles email, survey synchronization, reward updates, notifications, analytics, and scheduled tasks.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-085.02","REQ-085","Part 9","Background Jobs and Environment Management","L4483–L4485","Requirements: / Retry handling","6a161a463adfb06f7709c4d72da248d2047b4669967017306743ac13c89ccc21","The job system supports retry handling.","MUST","Operational","V1","CD","Backend/DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “The job system supports retry handling.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-085.03","REQ-085","Part 9","Background Jobs and Environment Management","L4483; L4487","Requirements: || Failure tracking","85a9bd171ae2d1778cc960517d33b9c09298873188d7f9470cc3a79d79157260","The job system supports failure tracking.","MUST","Operational","V1","CD","Backend/DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “The job system supports failure tracking.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-085.04","REQ-085","Part 9","Background Jobs and Environment Management","L4483; L4489","Requirements: || Monitoring","fda9faa4c3c15f7fb6c21603cd296920131a2273c63a6e1414349c887e0e3adb","The job system supports monitoring.","MUST","Operational","V1","CD","Backend/DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “The job system supports monitoring.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-085.05","REQ-085","Part 9","Background Jobs and Environment Management","L4483; L4491","Requirements: || Queue management","40635d825db943d5e3824402236a3434638482d0f8f76888cb725f0d72614c48","The job system supports queue management.","MUST","Operational","V1","CD","Backend/DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “The job system supports queue management.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-085.06","REQ-085","Part 9","Background Jobs and Environment Management","L4495–L4509","ENVIRONMENT MANAGEMENT / The project must have separate environments: / Development / For active coding. / Testing/Staging / For quality assurance. / Production / For real users.","b489f37c89f4c3b7f42e21cfcc2e421fc93a5d8a45c90acf5a87fbd7d66cc9a4","The project has separate development, testing/staging, and production environments.","MUST","Operational","V1","CD","Backend/DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “The project has separate development, testing/staging, and production environments.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-085.07","REQ-085","Part 9","Background Jobs and Environment Management","L4511–L4513","Each environment must have: / Separate configuration","135639f603ad61b8b61c776d1b533a447303c23508c93b08f8baeaf0f0f032fa","Each environment has separate configuration.","MUST","Operational","V1","CD","Backend/DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “Each environment has separate configuration.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-085.08","REQ-085","Part 9","Background Jobs and Environment Management","L4511; L4515","Each environment must have: || Separate credentials","b8539eb4287578d2ca8cfe0b7e167010f03e44639785de595d1c7dd24b60f7a9","Each environment has separate credentials.","MUST","Security","V1","CD","Backend/DevOps","None stated by the Constitution","Security review and negative-path tests confirm this statement: “Each environment has separate credentials.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-085.09","REQ-085","Part 9","Background Jobs and Environment Management","L4511; L4517","Each environment must have: || Proper security controls","8f6b01331659c46c340d2f5b2647c80fcd0d6c99a0e0e34a29d49efaac546cb5","Each environment has appropriate security controls.","MUST","Security","V1","CD","Backend/DevOps","None stated by the Constitution","Security review and negative-path tests confirm this statement: “Each environment has appropriate security controls.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Threat-control mapping plus passing security/negative-path test evidence.","Pending independent review","Not started"
"REQ-086.01","REQ-086","Part 9","Version Control and CI/CD","L4521–L4527","VERSION CONTROL / Use professional version control practices. / Requirements: / Git-based workflow","59f8ffcb1e3e415f184df1a97ee5aa475558e957ad55fa27a11e0b6808a62483","The project uses a Git-based workflow.","MUST","Operational","V1","CD","DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “The project uses a Git-based workflow.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
"REQ-086.02","REQ-086","Part 9","Version Control and CI/CD","L4525; L4529","Requirements: || Meaningful commits","a38eadc7fc3cebcaf2c3b116b4a1e4f96716c5f7b3976d047a3aa16d51a28810","Commits are meaningful.","MUST","Operational","V1","CD","DevOps","None stated by the Constitution","Operational execution or recovery evidence confirms this statement: “Commits are meaningful.”","Infrastructure, DevOps & Operations deliverable (identifier pending ODR-001)","Runbook/configuration plus execution, monitoring, or recovery evidence.","Pending independent review","Not started"
